PORT_ID,SEQ,TITLE,CONTENT
000784,90,Location name,St Petersburg
000784,2250,Intro - CRU,Beautiful bridges. Shimmering canals. Ornate palaces. St Petersburg really is special. It&#8217;s one architectural delight after another. Even its metro stations resemble underground palaces. In short it&#8217;s everything you want out of Russia - right down to those Mr Whippy-esque cathedral spires.<br /><br />&#8226; Tick off a rich list of sights including the gilded cupola of St. Isaacs Cathedral and the Palace Square with its beautiful Baroque Winter Palace.<br />&#8226; Discover the Hermitage home to an astounding collection of three million pieces of art. Feast your eyes on works by grand masters like Leonardo Da Vinci Titian El Greco and Rembrandt.<br />&#8226; Enjoy a magical night at the ballet at the Conservatoire Theatre which belongs to the oldest musical school in Russia.<br />&#8226; Looking for something a little more contemporary? Then hit the shops along Nevsky Prospect and give the vodka bars a whirl.
002166,90,Location name,Mykonos Town
002166,2250,Intro - CRU,A jewel in the Aegean this sun-blushed island is sprinkled with sugar-cube houses and whitewashed windmills. It&#8217;s a popular corner of Greece loved by everyone from millionaires to backpackers yet somehow it&#8217;s managed to stay delightfully unspoilt.<br /><br />&#8226; Wander through the narrow labyrinthine-like lanes of Mykonos Town or Chora as it&#8217;s also called crammed with tiny churches shrines shops and caf&#233;s. Pause for a photo opportunity at the striking white Paraportiani Church.<br />&#8226; Take a stroll along the seafront known as Little Venice. Don&#8217;t forget to keep an eye out for places that appeared in Shirley Valentine like the colourful harbour for instance.<br />&#8226; Relax at Platis Gialos beach a long ribbon of golden sand on the south coast of the island. The coastline here is backed by a stretch of cocktail bars many of which offer waiter service to the beach.<br />&#8226; See the island&#8217;s sights in style &#8211; from the front seat of a four-wheel drive. Rev your way to the pretty village of Ano Mera and the beaches of Kalo Livadi and Ornos.
004070,90,Location name,Porto
004070,2250,Intro - CRU,Portugal&#8217;s second-largest city is sprawled over a hillside overlooking the Atlantic Ocean and the winding Duoro River. It&#8217;s a mass of pretty terracotta-roofed buildings and winding streets. It has a big claim to fame too &#8211; it&#8217;s the historical home of port. Tasting the drink is a must while you&#8217;re here and you&#8217;ll find centuries-old wineries tucked among the area&#8217;s parks and beaches.<br /><br />&#8226; For gourmet dining arty boutiques and street entertainers head for the quayside. It&#8217;s a great place to eat out and people-watch.<br />&#8226; The old town Ribeira is well worth a visit. It&#8217;s earned UNESCO status thanks to its ornate tiled churches and antique bookshops.<br />&#8226; Quinta de Vargellas is one of the area&#8217;s premier wine estates and it&#8217;s tucked behind the city in wild Duoro Valley. It&#8217;s known as one of the best sources of fine port and there are regular tasting sessions with vintage bottles.
L00203,90,Location name,Kotor
L00203,2250,Intro - CRU,For years the travel-savvy have kept Montenegro under their sunhats. But now the cat&#8217;s creeping out of the bag &#8211; and it&#8217;s hardly surprising. A tiny republic in southeast Europe the scenery here will have your jaw dropping to the floor the moment you arrive. Cruise passengers get the best vistas &#8211; as you sail in to port you&#8217;ll be treated to wide-angle views of patent-shine lakes and green mountains.<br /><br />&#8226; Explore Kotor a gorgeous Medieval walled city with World Heritage status. The scenery here is definitely something to write home about. Surrounded by mountains it&#8217;s set on southern Europe&#8217;s deepest fjord and one of the world&#8217;s most spectacular natural harbours. Delve inside the age-old walls and discover crooked streets cobbled piazzas and camera-worthy churches. Just beautiful.<br />&#8226; Take a trip to Budva. It&#8217;s the most popular tourist destination on Montenegro&#8217;s map - and quite rightly so. Beautiful architecture meets seductive sandy beaches in this spot. Perhaps that&#8217;s why many a millionaire has decided to live here.<br />&#8226; Visit one of Montenegro&#8217;s sleepy towns on market day and watch the streets burst into life with colourful craft stalls selling lace leather and ceramics.
L01211,90,Location name,Road Town
L01211,2250,Intro - CRU,Nature&#8217;s the star attraction of Tortola. Ancient rainforests hog the limelight. Beautiful botanical gardens vie for your attention. And opal-white beaches like Apple Bay and Smuggler&#8217;s Cove really steal the show. It&#8217;s wild. It&#8217;s wondrous. It&#8217;s waiting.<br /><br />&#8226; Head for Road Town&#8217;s pretty Main Street. Here you&#8217;ll find a medley of shops museums and historical buildings. And you won&#8217;t be able to resist snapping away at the brightly-painted bungalows either.<br />&#8226; Soak up the beauty of Sage Mountain National Park. The British Virgin Island&#8217;s highest point it&#8217;s an oasis of tropical vines trees and plants. You can even saddle up and explore by horseback.<br />&#8226; Pay a visit to the Prospect Reef Resort where you&#8217;ll get into the water and splash around with the dolphins that call this place home. It&#8217;s a once-in-a-lifetime experience.<br />&#8226; Leave Tortola behind and make tracks for another of the British Virgin Islands &#8211; Virgin Gorda. Among the must-sees here are the Baths a cluster of sea pools where you can swim or snorkel through the tunnels caves and arches.
L01215,90,Location name,Pointe-&#224;-Pitre
L01215,2250,Intro - CRU,Flick through your French dictionary while sipping a Caribbean rum punch &#8211; Guadeloupe is where French and African influences fuse. This gorgeous spot is actually a bouquet of islands. There&#8217;s a scattering of little ones but the two main players are Basse-Terre and Grande-Terre. Together they&#8217;re shaped like a butterfly resting quietly on the sun-blushed Caribbean. As famous for its sugar and rum as it is top dive sites and sparkling sands this place will sweep you off your feet&#8230;<br /><br />&#8226; Dig your toes into the sand at Grande Anse beach arguably the best in Guadeloupe. You&#8217;ll find it on the north coast of Basse-Terre stretching along the coast for one sun-kissed kilometre.<br />&#8226; Weave a path through the orchid and ginger-rich canopy of Guadeloupes National Park. The air is thick with fragrance at this 74000-acre park where a new snapshot appears with every twist and turn.<br />&#8226; Zip up your wetsuit and strap on your oxygen tank &#8211; you&#8217;ll need all the air you can get because this place is breathtaking. Jacques Cousteau Underwater Reserve close to the town of Bouillante is an underwater paradise. Think reefs wrecks and rainbow-coloured fish.
L01218,90,Location name,Philipsburg
L01218,2250,Intro - CRU,Two flags rule over this tiny isle &#8211; the French and the Dutch. Philipsburg is the Dutch capital and the place to head for a serious shopping splurge. Marigot meanwhile is the French capital where you can divide your time between bistros and boutiques. Add to the mix dreamy Caribbean coves kaleidoscopic reefs and lashings of sunshine and you&#8217;ve got all the ingredients for tropical bliss.<br /><br />&#8226; Give your credit card a duty-free workout in Philipsburg. From cut-price island crafts to cutting-edge designer gear you&#8217;ll find it all here. Front Street&#8217;s your starting point the town&#8217;s main artery that has lanes alleyways and courtyards leading off in all directions.<br />&#8226; Listen to the flutter of hundreds of tiny wings at the Butterfly Farm in Phillipsburg. This place is home to more than 40 different species including the Tree Nymph and Blue Morph.<br />&#8226; Get to know the island&#8217;s underwater locals on the special Seaworld Explorer. This boat is home to an underwater observatory where you can watch sea turtles stingrays and barracudas swim by.<br />&#8226; Stand on the deck of a classic yacht as the captain races around a 12-metre course faster than your opponent. The America&#8217;s Cup Sailing Regatta has been voted &#8216;the best excursion in the Caribbean&#8217; for the past 10 years. Alternatively have a go at driving an inflatable motorboat known as a Rhino Rider.
002838,90,Location name,St Malo
002838,2250,Intro - CRU,This ancient port city&#8217;s a real free spirit. St Malo sailors were the first Frenchmen to set foot on Canadian soil. And its walled old town was once a hotbed for pirates and French privateers. This is where most tourists start their day. Walk the ramparts for lovely coastal views stopping to snack on just-caught oysters and jam-packed crepes. Inside the old town many of the buildings have been painstakingly restored to their former glory after being destroyed in World War Two. And a host of quaint caf&#233;s and boutiques have been added for good measure. At low tide vast stretches of sand reveal themselves before the city walls.<ul><li>Nip across to Grand B&#233; island at low tide to view St Malo from another angle. This pretty-and-peaceful beach is home to the tomb of famous Romantic writer Francois-Ren&#233; de Chateaubriand.</li><li>Try one of Brittany&#8217;s famous galettes &#8211; savoury buckwheat pancakes stuffed with ham sausage cheese scallops &#8211; or whatever else you fancy. Wash it down with some locally brewed cider.</li><li>Watch turtles and sharks pass metres above you as you walk the underwater viewing tunnel at the Grand Aquarium. Plus you can board a mini-submarine simulator for a look at the seabed.</li></ul>
004448,90,Location name,Thira
004448,2250,Intro - CRU,Prepare to fall head over heels for this sun-blushed beauty. Santorini is the very essence of Greek charm. Sugar-cube houses cling to the cliffs. Vivid blue church domes add a splash of colour. And steep cliff-sides tumble into an impossibly clear sea. Just beautiful.<br /><br />&#8226; Lose your heart to Oia one of the world&#8217;s most romantic destinations. Dripping in beauty with a pinch of cosmopolitan allure the town&#8217;s steeped in history and if legend is to be believed haunted by vampires.<br />&#8226; Pamper yourself in the hot springs at Palea Kameni. Their waters have been warmed by volcanic activity and they&#8217;ll leave your skin silky smooth.<br />&#8226; Visit the cliff-top capital of Thira which crowns the island&#8217;s crater. Set high above the sea it offers up spectacular views. Pull up a chair in one of the caf&#233; bars and enjoy the scene before you.
004668,90,Location name,Cozumel
004668,2250,Intro - CRU,This little slice of Mexico is anchored just off the mainland which means it comes complete with all the Caribbean stereotypes. Long ribbons of white sand are pinned down with nodding palms while the impossibly clear seas surrounding the island have been a favourite with scuba divers for decades. Inland meanwhile ancient Mayan temples and caf&#233;-lined plazas vie for your attention.<br /><br />&#8226; Follow in the flippers of Jacques Cousteau with a Palancar Reef dive. Its coral gardens screen an ever-changing slideshow of stingrays angelfish and turtles.<br />&#8226; The town of El Cedral was Cozumels first human settlement and was once the thriving hub of the island. Its now home to Mayan ruins that date back to 800 AD.<br />&#8226; Take a trip across to Xel-Ha the worlds largest natural aquarium on Mexicos mainland. Here swimming with dolphins and cliff-jumping are on the cards.
004966,90,Location name,Mumbai
004966,2250,Intro - CRU,With over four million international visitors a year a stellar selection of rooftop cocktail bars and boutiques taking inspiration from the streets of Paris it&#8217;s no wonder that Mumbai&#8217;s a front-runner in the race for the cosmopolitan crown. Nicknamed the &#8216;Gateway to India&#8217; this bustling city&#8217;s home to landmarks like the Hanging Garden and the imposing World Trade Centre.<ul><li>Get acquainted with the ornate Rajabai Clock Tower which may look slightly familiar &#8211; it was designed by an English architect who modelled it on London&#8217;s Big Ben.</li><li>Head to a market and shop as the locals do. On the aptly named Fashion Street you&#8217;ll find a medley of stalls selling big-name brands alongside artisan wares. For vintage finds make your way to the Chor Bazaar.</li><li>Sip tea from a street side chai-wallah &#8211; AKA a tea-maker. They draw in the crowds as they pour the tea from a metre or so above the pot to properly blend the chai. Listen for the chirruping sound of the &#8216;chai-eee&#8217; sales pitch.</li></ul>
005186,90,Location name,Marina Di Carrara (for Florence and Pisa)
005186,2250,Intro - CRU,The dramatic white-marked mountains behind Marina di Carrara have played a key role in sculpting Italy&#8217;s historic looks. What looks like snow is in fact some of the purest marble in the world &#8211; used to build Rome&#8217;s famous Pantheon and Trajan&#8217;s Column. Anchoring here means you&#8217;re an hour and 45 minutes&#8217; drive from Florence which is blessed with world-class art and pretty Renaissance buildings. Pisa meanwhile lies just 50 minutes down the coast.<br /><br />&#8226; Carrara 20 minutes&#8217; drive inland is nicknamed the Marble City. You&#8217;ll see it pretty much everywhere you look including the pavements sculptures fountains and the main cathedral.<br />&#8226; Follow in the footsteps of renowned artists Leonardo Da Vinci and Michelangelo with a visit to Florence. It&#8217;s dominated by the iconic Duomo but you&#8217;ll also come across galleries housing all the big names in art.<br />&#8226; Scale the world&#8217;s most famous wonky wonder in Pisa. It&#8217;s a steep climb up almost 300 steps to the top of the tower but you&#8217;ll get the best view of the cathedral below.
006233,90,Location name,Fort de France
006233,2250,Intro - CRU,French and Caribbean flavours combine in Martinique&#8217;s Fort de France. Here you can sip rum punch and sunbathe in a palm tree-dotted park in between shopping for Yves Saint Laurent clothes and touring sites designed by Gustave Eiffel. Vendors shout out their catch of the day &#8211; in French &#8211; at the Creole market. And in the restaurants cr&#234;pes are served alongside spicy Caribbean chicken.<br /><br />&#8226; You&#8217;ll see the Fort St Louis as you come in to port &#8211; this 15<sup>th</sup>-century castle is perched on a headland next to the marina. It&#8217;s an active military base but visitors are allowed in for guided tours. Keep an eye out for the iguanas that roam through the grounds.<br />&#8226; Designed by the man behind Paris&#8217; Eiffel Tower the Schoelcher Library is one of the city&#8217;s most eye-catching buildings. Its colourful exterior is topped by a Byzantine dome. Inside it&#8217;s a bit like a museum with antique books and furniture on display while also lending books to the public.<br />&#8226; The Balata Gardens are a complete contrast to the city&#8217;s urban centre. Towering trees frame lagoon-like ponds while hummingbirds flit between rainbow-coloured flowers. Climb to the top of one of the suspended walkways for the best view.
002049,90,Location name,St Georges
002049,2250,Intro - CRU,Grenada can&#8217;t fail to spice things up. It&#8217;s known as the &#8216;Spice Island&#8217; after all. Wherever you head the fragrant scent of ginger almond nutmeg and vanilla follows you. Plus you can see cinnamon cocoa beans and every tropical fruit imaginable growing here. Alongside its basket of goodies this lush landscape hides Bounty-like beaches mountain ranges and thick rainforests. And don&#8217;t miss a wander around St Georges one of the Caribbean&#8217;s prettiest harbours with its pastel-coloured buildings cobbled streets and even the odd lipstick-red London phone box.<br /><br />&#8226; Don your walking boots and set off on a highland hike in the Grand Etang National Park. Taking pride of place in Grenada&#8217;s mountains the star of the show is Grand Etang Lake which fills a volcanic crater. And there&#8217;s plenty more to see along the walking trails that criss-cross through the rainforest.<br />&#8226; Cool down with a refreshing swim at Annadale Falls. Incredibly pretty it cascades nine metres to a grotto surrounded by lush plantlife.<br />&#8226; Take a break from sightseeing and kick back on the island&#8217;s Grand Anse Beach. Not only does it have wow-factor white sands that melt into turquoise waters but the watersports are first class and it&#8217;s got some great bars and restaurants too.
002695,90,Location name,S&#232;te (for Carcassonne)
002695,2250,Intro - CRU,Wide canals and a lively working harbour lend Sete the nickname &#8216;the Venice of Languedoc&#8217;. The town circles the hill of Mont St-Clare which offers panoramic views over a lagoon a couple of mountain ranges and the Mediterranean Sea. Miles of sandy beaches roll out south from Sete and Blue Flags skewer the closest ones.<br /><br />&#8226; The restaurants along the Quai de la Marine serve local specialities like garlic monkfish and a rich rum-and-raisin cake called frescati.<br />&#8226; Climb Mont St-Clair for the best views in town. You&#8217;ll spy the port and the C&#233;vennes and Pyrenees mountain ranges on a clear day.<br />&#8226; Make sure to drop by Carcassonne. The city looks as though it&#8217;s come straight from the pages of a fairytale thanks to its Medieval walls turrets and cobbled streets.
000931,90,Location name,Rhodes Town
000931,2250,Intro - CRU,Basking in more hours of sunshine than any other Greek island Rhodes is loved for its fascinating past not to mention its glittering sandy beaches.<br /><br />&#8226; Wander your way around the pretty village of Lindos. The architecture here is a fusion of Gothic Byzantine Greek and Middle Eastern and the most famous monument is probably the ancient acropolis.<br />&#8226; Spend some time getting to know Rhodes Town. Go yacht-spotting in Mandraki harbour and venture inside the ancient walls of the citadel to discover the Medieval city left behind by the Knights of St John.<br />&#8226; Take your pick from banana boat rides parasailing and jet-skiing on the lively Falaraki Beach. Alternatively just enjoy the music coming from the beachside bars as you laze the day away.<br />&#8226; Get snapping at Filerimos Hill. Just 12 kilometres outside Rhodes Town this elevated area of land offers up great views of the countryside and a selection of historical buildings including a Byzantine Church.
L15621,90,Location name,Willemstad
L15621,2250,Intro - CRU,This little Dutch island is slowly beginning to creep onto the tourist radar and for good reason. It offers up an unbeatable mix of footprint-free beaches and pretty colonial towns. The storybook port of Willemstad leads the pack with its candy-coloured red-roofed houses that gild the downtown area. It&#8217;s such an impressive sight UNESCO have even granted the town a place on its World Heritage list.<br /><br />&#8226; Take in Willemstad&#8217;s best bits on the trolley train tour. You&#8217;ll get to see the Pietermaai Cathedral Queen Wilhelmina Park and a building known as the wedding cake house due to its quirky design.<br />&#8226; Check out the island&#8217;s largest feathered friends at the Ostrich Park. This is one of the largest ostrich farms outside Africa and you&#8217;ll get to feed and touch the birds while you&#8217;re here.<br />&#8226; Inject a little adrenalin into your time here by seeing the sights on a guided jet-ski trip.
L15647,90,Location name,Roatan
L15647,2250,Intro - CRU,Roatan looks a lot like the other Caribbean islands. After all it&#8217;s got the trademark white-sand beaches the coconut palms and the rainforest. The real action though is under the waves and that&#8217;s what sets it apart from the rest. The reef that rings the island hides shipwrecks coral gardens and all manner of sea creatures &#8211; everything from turtles to dolphins swim in the depths.<br /><br />&#8226; You can get to know the island&#8217;s native butterfly population at the Roatan Butterfly Farm. There are hundreds of the winged creatures here along with a rainbow-coloured mix of tropical birds. <br />&#8226; Bailey&#8217;s Key is a private lagoon that a family of Bottlenose dolphins call home. Here you can swim with the animals learn about their habits and even get a special dolphin kiss. <br />&#8226; If you&#8217;ve got some energy to burn try ziplining. You&#8217;ll get a bird&#8217;s-eye view of the jungle canopy not to mention an adrenaline rush.
L15649,90,Location name,Santa Marta
L15649,2250,Intro - CRU,Colombia&#8217;s oldest town was founded by the Spanish all the way back in 1525. The first thing you&#8217;ll notice is the picture-perfect coastline. Cue ice-white sands and glass-clear waters backed by South America&#8217;s second-largest mountain range. Away from the beach the town&#8217;s colourful houses and lively reggae bars offer up plenty in the way of Latino spirit.<br /><br />&#8226; For a dose of history pay a visit to La Casa de Aduana &#8211; South America&#8217;s first ever house which has been turned into an interesting little museum. <br />&#8226; Tayrona National Park showcases some of Colombia&#8217;s most spectacular scenery. Think footprint-free beaches delicate corals and sea-sculpted boulders. Keep an eye out and you might even spot some monkeys. <br />&#8226; Take a look around the former home of South American liberator Sim&#243;n Bol&#237;var and check out the monument in his memory.
L15650,90,Location name,Costa Maya
L15650,2250,Intro - CRU,Venture far beyond the Costa Maya&#8217;s bars restaurants and shopping stalls and you&#8217;ll discover flawless beaches and ancient Mayan sites. It&#8217;s a world away from the bright lights of neighbouring Cancun. The area&#8217;s biggest draw though lies off shore. There are more than 70 snorkelling spots dotted around the coast.<br /><br />&#8226; The Chacchoben ruins are hidden deep in an ancient jungle and they&#8217;re incredibly well-preserved. Don&#8217;t miss the trio of pyramids at the heart of the site.<br />&#8226; Stray off the beaten path and visit Kohunlich one of the lesser-known Mayan ruins in Mexico. One of the temples here is famous for the giant masks carved into its walls.<br />&#8226; Home to the world&#8217;s second-biggest barrier reef the Costa Maya&#8217;s snorkelling scene is second only to Australia&#8217;s. Turtles and tropical fish swim among the corals and sponges while sunken ships wait to be explored.
L15663,90,Location name,Kingstown
L15663,2250,Intro - CRU,Somewhat unfairly St Vincent is often overlooked in favour of its little brothers and sisters &#8211; the neighbouring Grenadines. But those who do stop here are in for a treat. Deserted beaches and untouched forest stretch for miles interrupted only by the occasional cobbled town or dormant volcano. Kingstown is the main hub its arched stone doors and covered walkways giving a nod to days gone by.<br /><br />&#8226; Head over to the island of Bequia where you can alternate shopping with sunbathing. This tiny uncrowded island is just 15 kilometres from Kingstown and the best way to reach it is on the sun-drenched decks of a catamaran.<br />&#8226; Take a trip around Fort Charlotte in Kingstown. This British Garrison was built in 1806 and it&#8217;s now home to a selection of local paintings and handicrafts. Later head north and take in the oldest botanical gardens in the western hemisphere. Among all the trees shrubs and flowers you&#8217;re likely to spot the island&#8217;s multi-coloured national bird &#8211; the St Vincent Parrot.<br />&#8226; Follow in the footsteps of Johnny Depp and Kiera Knightly with a visit to Wallilabou Bay where Pirates of the Caribbean was filmed.<br />&#8226; Hop on a boat in search of dolphins. Eleven species of the mammal live off St Vincent&#8217;s coasts so you&#8217;ve got a good chance of seeing a pod in action.
002112,90,Location name,Agadir
002112,2250,Intro - CRU,Glittering sands that disappear into the distance. Souks brimming with sparkling trinkets. Medinas that ring with snake-charmers&#8217; melodies. Morocco is a spice-scented corner of the world that thrills the senses. Sun-drenched Agadir is the country&#8217;s premier beach resort with a 9km stretch of toe-tickling sands. It has all the appearance of a European resort but with an unmissable North African twist.<br /><br />&#8226; When you&#8217;re not horizontal on the beach make a beeline for the Grand Souk. Enjoy the hustle and bustle of this traditional market crammed with shiny silver and hand-woven rugs.<br />&#8226; Delve inside the ancient walls of Taroudant an 11th-century citadel set among gnarled olive groves and sweet-smelling orange trees. Haggle to your heart&#8217;s content in the atmospheric Berber market.<br />&#8226; Take a trip to Marrakech a rich tapestry of cavernous bazaars shimmying belly dancers and billowing hookahs. Don&#8217;t miss the world famous square Jemaa el-Fna an incredible concoction of snake charmers storytellers acrobats and showmen.<br />&#8226; Venture off the beaten track on a desert 4x4 adventure discovering traditional Berber villages along the way.
L21485,90,Location name,Colon
L21485,2250,Intro - CRU,Colon is a crumbling Colonial district full of faded grand mansions and pastel-painted warehouses. It&#8217;s also your gateway to one of the most famous landmarks in the world Panama Canal. This enormous waterway bridges the 48-mile gap between the Atlantic and the Pacific Oceans and gives cargo ships a helping hand on their around-the-world voyages.<br /><br />&#8226; Fort San Lorenzo in the sleepy town of Portobelo dates back to Spanish colonial times when it was destroyed by pirates. Now a World Heritage Site it&#8217;s got ruins to explore and sea views to capture on camera.<br />&#8226; Chagres National Park boasts over 300000 acres of rainforests and rivers. Chagres River is great for rafting and Alajuela Lake has perfect conditions for fishing and sailing. The indigenous villages of the Embera-Wounaan tribe can also be found here.<br />&#8226; Panama City is often compared to Miami and Rio de Janeiro. Casinos nightlife and designer shops cater for tourists. If you&#8217;re serious about spending try Via Espana Latin America&#8217;s answer to Rodeo Drive.
L21487,90,Location name,Puerto Limon
L21487,2250,Intro - CRU,It&#8217;s claimed Costa Ricans are the happiest people in the world. Take one look at their country and you&#8217;ll see just how much they&#8217;ve got to smile about. A blend of rainforests wildlife and sun-baked sands it showcases the best of Latin America&#8217;s natural beauty. It&#8217;s also one of the few places in the world where you can be flying through the jungle on a zip-liner one minute and riding horseback in the mountains the next.<br /><br />&#8226; The only way to get around Puerto Limon&#8217;s Tortuguero National Park is by boat. It&#8217;s made up of miles of rainforest which stretch right up to the Atlantic shores.<br />&#8226; Costa Rica&#8217;s sloth sanctuary is spread out over 200 acres and it gives a great insight into the habits of the creatures. It&#8217;s not just sloths either &#8211; monkeys iguanas and more than 250 species of bird live in the area.<br />&#8226; The Veragua Rainforest is home to the National Institute of Biodiversity a research and conservation organisation that discovers new wildlife each year. Hike through the vegetation and pay a visit to the centre to learn about what lies in the forest.
L21521,90,Location name,Cartagena
L21521,2250,Intro - CRU,Colombia&#8217;s second-oldest city is home to the only walled town in the Americas. It was originally built to protect Cartagena against pirates and it cocoons cobbled alleyways cottages painted in rainbow colours and buildings that have stood for centuries. The Colonial cathedrals alone are worth bringing your camera for.<br /><br />&#8226; Prepare to see a completely different side of Cartagena in Bocagrande the city&#8217;s new town. Jewellery-lovers should head for the Caribe Emerald Factory where you can watch stones being cut polished and set. You can even create your own design.<br />&#8226; The Rosario Islands are a must-see. This 30-isle archipelago is about an hours cruise from Cartegena and is home to one of the Caribbeans most pristine coral reefs.<br />&#8226; Pay a visit to the Convento de la Popa. It&#8217;s a 400-year-old monastery that sits at the top of a hill overlooking the whole city. Inside it&#8217;s filled with lavish d&#233;cor paintings and sculptures.
000534,90,Location name,Montego Bay
000534,2250,Intro - CRU,Jamaica&#8217;s bubbly side is on show in Montego Bay. This lively north-coast town has a strip full of reggae bars and Caribbean restaurants and you can dip in and out for rum cocktails and jerk chicken. Montego Bay&#8217;s biggest pull though is its coastline. The shores here are bracketed by clear blue waves and coconut palms.<br /><br />&#8226; Rose Hall is one of the island&#8217;s first plantation houses and locals swear it&#8217;s haunted by its former owner the infamous White Witch. If you&#8217;d rather avoid the ghosts head to the Greenwood Great House instead. It&#8217;s the former home of poet Elizabeth Barrett Brown&#8217;s ancestors.<br />&#8226; The Dunn&#8217;s River Falls are Jamaica&#8217;s number one attraction. The waterfalls here are terraced like a giant flight of steps and the safest way to get to the top is by holding the hands of fellow tourists and walking as a human chain.<br />&#8226; The Crocodile Nursery in Montego Bay makes for a great day out. The reptiles range in age from hatchlings to 5-year-olds and the highlight of the day is feeding time when you can watch the babies enjoying their lunch.
L23103,90,Location name,Invergordon
L23103,2250,Intro - CRU,Tucked away in the Scottish Highlands Invergordon is surrounded by picture-perfect scenery. You can look forward to rolling countryside grey mountains and sand-coloured buildings. Complete with a golf course a museum and several ancient castles this port provides a quiet escape from the hustle and bustle of everyday life.<br /><br />&#8226; Stroll along the shoreline of Cromarty Firth and breathe in the salty sea air or hike up into the hills for panoramic views.<br />&#8226; See the patchwork of multicoloured murals which brighten up the town. Each one represents a different community group including the fire brigade and the Highland Games Committee.<br />&#8226; Visit the Invergordon Naval Museum and Heritage Centre to find out all about the village history and culture.
L24561,90,Location name,Puerto Del Rosario
L24561,2250,Intro - CRU,Fuerteventura is the Canary Island of choice for beach connoisseurs. Its coastline morphs from the 10 kilometre-long blonde sweep in the Parque Natural de las Dunas to the wind-whipped sands in Playa de Sotavento which hosts the Windsurfing World Championships every year. Away from the coast the island&#8217;s interior is blanketed with lava fields euphorbia valleys and clock-stopped villages.<br /><br />&#8226; Take a trip to Corralejos picture-perfect beach. Lay back on the 11-kilometre-long stretch of sand tip-toe over the dunes or explore the towns pavement bars. <br /> &#8226; If youre after a spot of relaxation board a catamaran cruise out into the Atlantic Ocean. Youll drop anchor at a deserted island where the beaches are footprint-free. <br />&#8226; Aloe vera has been harvested in Fuerteventura for centuries. You can visit a farm to learn more about the medicinal plant and pick up some products to take home.
CMS105,90,Location name,Suez Canal (transit)
CMS105,2250,Intro - CRU,Built back in the 19th-century the Suez Canal is still considered a bit of an engineering feat. Slicing through the Isthmus of Suez it allows ships to shave a cool 7000 miles off their journey between Europe and Asia. It&#8217;s seen its fair share of the spotlight since then like in the Fifties when Britain and France got into a tug of war over who should control it. Now it&#8217;s still an impressive sight as huge ships sail through the heart of the desert.<br /><br />&#8226; For the best views take up a seat on-deck. Each side has a personality of its own with villages cities and plantations on one and the Sinai sand dunes on the other.<br />&#8226; A taste of Egyptian culture is easy to come by on the canal. You&#8217;ll be joined by locals in rowing boats selling their wares like Mother of Pearl and homemade carvings.<br />&#8226; The AK47 Bayonet Monument is a huge memorial dedicated to the soldiers who lost their lives in the Battle of Ismailia in 1973. It really dominates the shore so you can spot it from quite a distance away.
L26343,90,Location name,Kristiansund
L26343,2250,Intro - CRU,Spread across five islands that lie just off the coast of mainland Norway Kristiansund is believed to have been home to the country&#8217;s very first settlers. It was nearly wiped out in the Second World War and has been almost completely rebuilt so there are only a few traces of the old town. Now a colourful and modern place its packed cultural calendar and lively social scene have taken centre stage.<ul><li>Step inside Norway&#8217;s oldest opera house Festiviteten. Built in 1914 in an Art Nouveau-style it&#8217;s one of the few buildings in the town centre of Kristiansund that survived the war.</li></ul><ul><li>Hike Kvernberget a 200-metre-high mountain that sits on the western edge of the town. From its summit you&#8217;ll have a great view of the town and beyond.</li></ul><ul><li>Go island-hopping on the Sundbaten boat the world&#8217;s oldest form of public transport that&#8217;s still in use. A huge part of Kristiansund&#8217;s cultural heritage this boat has been running since 1876 and is a great way to sightsee around the harbour.</li></ul>
L27684,90,Location name,Horta
L27684,2250,Intro - CRU,Faial&#8217;s nickname &#8211; the Blue Island &#8211; sounds straightforward enough. But when you get there it&#8217;s hard to pinpoint exactly what the blue refers to. It could nod to the sapphire of the Atlantic Ocean that surrounds the island the hydrangeas that cover it in summer or the water marshes that pool in the caldera. In the port of Horta blue is just one of many colours on show. The marina here is multi-coloured thanks to the collage of paintings created by visitors who have illustrated their boat and crew names on the walls and walkways over the years.<br /><br />&#8226; The black sand beaches of Praia de Almozarife are sun basking territory.<br />&#8226; Back in the day whaling was big business in the Azores. The Scrimshaw Museum gives you a peek into the ancient trade and showcases some impressive sculptures carved into the teeth of sperm whales.<br />&#8226; You&#8217;ll discover Faial&#8217;s explosive side on a visit to Capelinhos. This volcano erupted in 1957 adding 1 kilometre of land to the island&#8217;s size.
L27685,90,Location name,Ponta Delgada
L27685,2250,Intro - CRU,Sao Miguel does a good impression of Eden. The largest of Portugal&#8217;s Azores is contoured with rolling hills expansive lakes and beaches that have resisted tourism. That&#8217;s not to say there aren&#8217;t any signs of life on the island though. The capital Ponta Delgada is a bubbly city of museums 17th-century architecture and seaside restaurants.<br /><br />&#8226; It&#8217;s easy to unlock your inner locavore in Ponta Delgada&#8217;s restaurants. Local specialities include seafood pineapples barnacles and tea pudding made from locally-grown tea.<br />&#8226; The Furnas Valley is a natural spa. More than 22 natural springs and mud pools puddle along the valley floor and you can swim in some of them.<br />&#8226; Mirror-shine is the only way to describe Sao Miguel&#8217;s twin lakes. Clouds spend entire days admiring their reflection in the water.
L27691,90,Location name,Kralendijk
