EXCURSION_ID,SEQ,TITLE,CONTENT
986255,20,Unit Name,Kayaking in Eidfjord
986255,80,Intro,How does Norway do it? It mixes high mountains deep valleys and blue-green fjords effortlessly to create a masterpiece of beauty. And sometimes the best way to appreciate it is to get back to nature and swap your coach for a kayak. The best bit is you don&#8217;t need any previous experience to enjoy this fun tour. Your guide will give you all the training and tips before you jump in your shared kayak and take to the water. Along the way your guide will reveal the colourful history of Eidfjord and its people. The paddling might be hard work but it&#8217;s fun and worth it for the views.
986255,100,Excursion duration,3hrs
986255,118,Maximum Participation,30
986255,200,Just so you know,This is a physical tour and you&#8217;ll need to be in good shape and able to swim. The minimum age for this tour is 10 years old and they must share their kayak with an adult.
986256,20,Unit Name,Lofthus - The Orchard of Norway
986256,100,Excursion duration,3hrs
986256,118,Maximum Participation,80
989225,20,Unit Name,Scenic Hardanger
989225,80,Intro,Nicknamed the Queen of the Fjords Hardangerfjord is considered by locals to be the prettiest in Norway. Kicking off from Eidfjord we&#8217;ll drive along Hardangerfjord and S&#248;rfjord to the waterside village of Kinsarvik. The shores of the fjord here are thick with orchards of cherry and apple trees. After tea or coffee and a wedge of homemade apple pie you&#8217;ll have some free time to explore before we continue on to Ullensvang. With more than 600000 fruit trees Ullensvang is the biggest fruit area in the country &#8211; 80% of Norway&#8217;s cherry harvest comes from here. You&#8217;ll have a chance to visit the Old Ullensvang Church while we&#8217;re here. It&#8217;s a beautiful Gothic stone building that dates back to the 13th century. Make sure you&#8217;ve got your camera to hand &#8211; you get fantastic views across to Folgefonna glacier from the church yard.
989225,100,Excursion duration,3.5hrs
989225,118,Maximum Participation,90
989225,200,Just so you know,In the morning youll only leave the ship if youre joining an overland tour from Ulvik. The ship will then continue to Eidfjord where a selection of half-day tours are available.
973963,20,Unit Name,Explore Eidfjord
973963,80,Intro,This tour lets you in on what life is like in the secluded village of Eidfjord. It&#8217;s right at the heart of the Hardangerfjord which is known as the queen of the Norwegian fjords. And you&#8217;ll be treated to vistas of towering mountains and bright-blue waters throughout the trip. Your first stop is Norway&#8217;s second-largest power station. It&#8217;s an impressive place not just because it produces enough energy for 270000 people but also because it&#8217;s built into the side of the mountain itself. Next you&#8217;ll head over to the Kjeasen mountain farm &#8211; it&#8217;s perched on a peak that&#8217;s over 500 metres high offering up a bird&#8217;s eye view of the fjord. Your guide will tell you about the history of the farm plus you&#8217;ll have plenty of time for photos.
973963,100,Excursion duration,3.5hrs
973963,118,Maximum Participation,45
995909,20,Unit Name,Flam Railway Adventure
995909,80,Intro,Flam Railway is one of the most famous and spectacular train journeys in the world &#8211; not to mention a masterpiece of engineering. Your tour starts on this very railway which sends you skywards to a height of 867 metres at Myrdal station on the mainline between Oslo and Bergen. At the most scenic parts the train slows down so you can capture the views on camera. At Myrdal station your adventure continues as you change trains and snake your way down the Raundalen mountain valley to the well-known resort of Voss. Here you&#8217;ll stop for a traditional lunch before taking a bus to famous Stalheim taking in waterfalls mountains and lakes along the way. When you reach Stalheim get ready as we weave our way through 13 hairpin bends to Naeroy Valley and arriving back in Flam.
995909,100,Excursion duration,7hrs
995909,118,Maximum Participation,87
995909,200,Just so you know,There are 3 departures for this tour. You might start on the train and finish on the coach or start on coach and finish on the train. But whatever departure youre on youll see the same sights.
995951,20,Unit Name,Naeroy Fjord &amp; Stalheim
995951,80,Intro,Flam finds a home on one of the inner arms of the Sognefjord &#8211; the longest fjord in Norway. Take a boat trip through the inner part of Aurlandsfjord and continue into the jaw-dropping N&#230;royfjord &#8211; which was added to the UNESCO World Heritage List in 2005. This gentle boat ride takes you through the 17 kilometre-long fjord surrounded by steep mountainsides waterfalls and narrow passages. It brings you to the head of the fjord and the small settlement of Gudvangen where you&#8217;ll change from boat to bus. Carry on through the Naeroy Valley to the Stalheim Hotel. Enjoy a coffee break as you look out on the valley below and drive down the 13 steep curves of Stalheimskleiva road &#8211; with waterfalls on two sides. Then it&#8217;s time to return to Flam heading back through the valley and several tunnels along the way.
995951,100,Excursion duration,4hrs
995951,118,Maximum Participation,190
995952,20,Unit Name,Flam Railway &amp; Hike
995952,80,Intro,Ride Flam&#8217;s famous railway and hike down its spectacular valley. The village lies on the head of the Aurlandsfjord a branch of the mighty Sognefjord and forms the starting point of your railway trip. You&#8217;ll ride the train to Vatnahalsen taking in the fabulous views along the way. Then it&#8217;s time to begin your walk back towards Flam. As you make your way down the Flam Valley feast your eyes on the scenery - all rugged mountains raging rivers and sparkling waterfalls &#8211; and breathe in that fresh mountain air. At Berekvam station it&#8217;s time to re-board the train for the trip back to Flam.
995952,100,Excursion duration,4.5hrs
995952,118,Maximum Participation,12
995953,20,Unit Name,Scenic Stalheim
995953,80,Intro,This tour takes you from the tiny village of Flam to Gudvangen on the opposite side of this magnificent mountain range. From here you&#8217;ll head for Stalheim Hotel which is perched on a cliff-top overlooking the magnificent Naeroy Valley. The ascent to Stalheim isn&#8217;t for the faint-hearted - the road is north Europes steepest with 13 hairpin bends. Once you get to the top enjoy a coffee break and take in that truly spectacular view. Your return to the ship is via the Stalheimskleiva Road with waterfalls plunging down each side of the cliffs.
999050,20,Unit Name,Stalheims Hairpin Road &amp; Tvindewaterfall
999050,80,Intro,The scenery you&#8217;ll see on this trip comes straight from the pages of National Geographic. You&#8217;ll start in Flam a fishing village that&#8217;s dwarfed by tidal wave-sized mountains on all sides. You&#8217;ll leave the village through a series of tunnels and head to the Naer&#248;y Valley. Nature is magnified in this part of the world. The tooth and groove mountain ridges here reach thousands of metres into the air. Moving on you&#8217;ll pass the Oppheim Lake where the water is petrol-blue and surrounded by primary green farmland. Next you&#8217;ll head to the Tvinde waterfall where you&#8217;ll get out to take photographs. The water cascades over the mountainside disorderly like splilt milk. You&#8217;ll head back to Flam via the steepest road in the world. This corrugated strip of tarmac includes 13 hairpin bends.
999050,100,Excursion duration,2.5hrs
999050,118,Maximum Participation,150
996136,20,Unit Name,The White Mines of Norway
996136,80,Intro,You&#8217;ll discover the White Mines of Gudvangen on this tour an underground network of tunnels lined with rare anorthosit &#8211; a white mineral which can only be found here and on the moon. You&#8217;ll journey single file through the cave tunnels which open up to show small pools and icy ponds. There&#8217;s no talking allowed &#8211; even a whisper will echo around caverns. Instead music and dripping water are the only sounds to fill the air while lighting effects create hues of pinks and greens as you journey further inside. Eventually you&#8217;ll enter the main hall where you can relax on cozy reindeer skins and relax at the cave bar. The drive to and from the attraction is worth a mention too. You&#8217;ll journey up the mountainside past vast lakes plunging waterfalls and through winding tunnels. There&#8217;ll be a photo stop at the spectacular Tvinde waterfall which thunders down the rock face for 152 metres. Be prepared to encounter some exciting hairpin bends on the way as well.
996136,100,Excursion duration,3.5hrs
996136,118,Maximum Participation,90
996136,200,Just so you know,Its cold inside the cave and the terrain is pretty uneven so make sure you wear comfortable shoes.
986246,20,Unit Name,R.I.B. Boat Adventure &amp; Beer Tasting
986246,80,Intro,Flam might be famous for its fantastic railway but it has a lot more up its sleeve to offer. It sits on a branch of the Naeroyfjord so impressive it&#8217;s protected by the UNESCO World Heritage. But if you fancy seeing a different side of Flam jump on board a RIB for an action packed journey through the fjord. A little like a speedboat the RIB has two rows of seats in the middle and is perfect for zipping around. Don&#8217;t worry about missing the local wildlife as your guide will slow down to give you the low down. Your &#8216;007 adventure&#8217; finishes back at Flam port. It&#8217;s a short walk from here to Aegir Brewery for some local beer tasting &#8211; the perfect way to end your day.
986246,100,Excursion duration,3hrs
986246,118,Maximum Participation,12
986246,200,Just so you know,The boat ride can be bumpy and fast so it&#8217;s not suitable for all. Make sure you dress appropriately for the weather on the day and as you may get wet we recommend you wear rubber shoes if you have a pair. The minimum age for this tour is 13 years old.
996322,20,Unit Name,Flam Bike Tour
996322,80,Intro,This 19-mile-long guided bike tour gives you a behind-the-scenes look at Flam&#8217;s spectacular scenery. You&#8217;ll pedal through the region&#8217;s central valley which is bracketed by soaring mountains and cascading waterfalls before continuing along the rushing Flam River. Follow the River and we&#8217;ll find a little wooden church to take photographs of. You&#8217;ll then have a slight uphill climb to the Brekkefossen Waterfall which crashes down the side of a leafy gorge. Once you&#8217;ve had time to appreciate the vistas here you&#8217;ll cycle back to the centre of Flam to continue along the shores of the Aurland Fjord. There&#8217;ll be a stop in picturesque Aurland &#8211; a town cocooned by colossal snow-capped mountains &#8211; so you can have a breather before heading back to the port.
996322,100,Excursion duration,4-5hrs
996322,118,Maximum Participation,6
996322,200,Just so you know,The cycling tour is about 19 miles long. You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour. The minimum age for this tour is 10 years old.
995958,20,Unit Name,Mount Dalsnibba
995958,80,Intro,The Geirangerfjord is without doubt the most beautiful of the Norwegian fjords. Impressive mountains plunging waterfalls and hillside farms give the place its unique character. From the tiny village of Geiranger drive past the octagonal Geiranger Church through the wild Flydal valley where you&#8217;ll stop at the top of an overhanging cliff. From here feast your eyes on spectacular views of Geiranger village the glistening fjord and the rugged peaks that surround it. The drive continues up to Lake Djupvatn and follows the road to the summit of Mount Dalsnibba 1500 metres high. From here there&#8217;s an amazing panorama of mountains waterfalls and lakes and if the weather&#8217;s clear you can see the Geirangerfjord far below. On the return to Lake Djupvatn take a moment to relax at Djupvasshytta Restaurant before looping back to Geiranger and your ship.
995958,100,Excursion duration,3hrs
995958,118,Maximum Participation,180
995958,200,Just so you know,In case of road closures due to the snow an alternative route and programme will be offered. In the morning only guests joining overland tours from Hellesylt will leave the ship. The ship will then continue onto Geiranger were you can enjoy a selection of half day tours.
995959,20,Unit Name,Herdal Home Farm
995959,80,Intro,From the village of Geiranger this tour takes you towards Eagles Bend Road. From this stellar viewpoint you&#8217;ll get a great view of the fjord below and the mountains that surround it. Keep your eyes peeled for the famous Seven Sisters Waterfall and look out for the abandoned mountain farms that cling to the cliff-sides. You&#8217;ll carry on through a mountain pass towards beautiful Lake Eid. At Herdal Home Farm goats and fjord horses native to the west coast graze on emerald meadows. During your visit you&#8217;ll get to see how goats&#8217; cheese is made and you&#8217;ll get to try some too. On your way down the valley pass the Herdola River which cascades in a series of waterfalls and arrive back in Geiranger via that scenic Eagles Road.
995959,100,Excursion duration,3.5hrs
995959,118,Maximum Participation,80
995959,200,Just so you know,In the morning only guests joining overland tours from Hellesylt will leave the ship. The ship will then continue onto Geiranger were you can enjoy a selection of half day tours.
995960,20,Unit Name,Norwegian Fjord Centre Experience
995960,80,Intro,Behold the waterfalls of Geirangerfjord as you follow a winding road up to Eagle&#8217;s Bend viewpoint. It crowns a series of 11 hairpin bends and offers some of the most breathtaking views imaginable. Afterwards return on the same road to your next stop - the interactive Norwegian Fjord Centre. Here get an insight into life on the farms that cling to the mountainsides. And check out some of the great exhibitions based on nature culture and history. A simulated avalanche gives you a graphic demonstration of the forces of nature at their wildest and guarantees your visit will be a memorable one. Afterwards follow the Geiranger road to the famous Flydal Gorge viewpoint and get a picture of your ship down on the fjord.
995960,100,Excursion duration,3hrs
995960,118,Maximum Participation,100
995960,200,Just so you know,In the morning only guests joining overland tours from Hellesylt will leave the ship. The ship will then continue onto Geiranger were you can enjoy a selection of half day tours.
995961,20,Unit Name,Kayaking at the Geirangerfjord
995961,80,Intro,Geirangerfjord is one of nature&#8217;s masterpieces. It&#8217;s described as &#8220;the world&#8217;s most beautiful fjord&#8221; and that&#8217;s no exaggeration. Surrounded by this dramatic mountain scenery you&#8217;ll head off on a sea kayak adventure. The waterfalls in this part of the world are jawdropping and a kayak is without doubt the best way to experience Mother Nature&#8217;s might. What&#8217;s more the fjord basin curves between towering mountain peaks so it&#8217;s virtually free from wind. Gliding along the steep mountain walls this guided trip takes you out to Geirangerfjord&#8217;s &#8216;Preacher&#8217;s Pulpit&#8217; where you&#8217;ll see the magnificent Seven Sisters waterfall. Along the way your guide will reveal the colourful history of Geiranger and its people.
995961,100,Excursion duration,2.5hrs
995961,118,Maximum Participation,24
995961,200,Just so you know,Each kayak holds two people. This tour includes instruction and equipment. No kayaking experience is required but you should be an able swimmer in good physical condition. In the morning only guests joining overland tours from Hellesylt will leave the ship. The ship will then continue onto Geiranger were you can enjoy a selection of half day tours.
986247,20,Unit Name,R.I.B. Boat Adventure
986247,80,Intro,So question. What is a &#8216;RIB&#8217;. Well it&#8217;s a Rigid Inflatable Boat a bit like a small speed boat with seats in the middle and an inflated ring around it. Perfect for zooming through the fjords. Before you jump onboard your guide will give you the low down on what&#8217;s what while you get suited and booted for the adventure. Once your ready its &#8216;hold on tight&#8217; for some real adrenaline pumping fun. But it&#8217;s not all about the need for speed. Your driver will know the perfect places to slow down and point out the best bits. This fjord is dotted with small mountain farms and some impressive waterfalls. In fact you&#8217;ll get to see the Seven Sisters and Bridal Vail waterfalls up close and personal. An experience not easily forgotten.
986247,100,Excursion duration,1hrs
986247,118,Maximum Participation,12
986247,200,Just so you know,You should dress according to the weather. This tour will be bumpy so not suitable for all and you must be able to swim. In the morning only guests joining overland tours from Hellesylt will leave the ship. The ship will then continue onto Geiranger were you can enjoy a selection of half day tours.
995914,20,Unit Name,North Cape Explorer
995914,80,Intro,Keep an eye out for grazing reindeer as you make your way out to the North Cape Europe&#8217;s most northerly point. As you leave Honningsvag behind you&#8217;ll notice a barren landscape is the hallmark of the windswept Arctic Circle. To the untrained eye it may look as if there&#8217;s little in the way of vegetation - but in actual fact it&#8217;s a botanist&#8217;s dream. Over 200 species of plants grow here. The North Cape itself is an enormous rock with a steep wall climbing over 307 metres from the Arctic Ocean. Surprisingly it&#8217;s got a shopping area and a 225&#176; widescreen cinema. It&#8217;s at this cinema you&#8217;ll get chance to watch a 20-minute presentation showing the jaw-dropping scenery through the changing seasons. If you&#8217;d prefer though you can spend your time taking photos and shopping for souvenirs. On your way back to the ship you&#8217;ll pay a quick visit to a traditional Sami Camp for a chance to take more snaps.
995914,100,Excursion duration,3hrs
995914,118,Maximum Participation,125
995914,200,Just so you know,The weather at the North Cape is very unpredictable. Wear warm layered clothing and rain gear. This is a transfer only there will be no guide.
995970,20,Unit Name,King Crab Safari
995970,80,Intro,You&#8217;ll meet and eat the mighty king crab on this trip. One of Norway&#8217;s most famous exports this sought-after crustacean is actually native to Alaska. A Russian sea-science experiment saw thousands of crabs dunked in Slavic seas in the sixties only to turn up in Norway ten years later &#8211; maybe they were making their way home en masse. After kitting-up and completing a safety briefing you&#8217;ll head for Sarnesfjorden on a deep-sea raft. You&#8217;ll stop to check crab traps set far below the surface and of course to collect the catch. King crabs can measure anything up to two metres from one side of their shell to the other but it&#8217;s rare to catch such a monster in a trap. Instead your so-called &#8216;wee ones&#8217; will weigh-in at three to seven kilos - which is still the same as several bags of sugar. You&#8217;ll come ashore at Lavvocamp where you&#8217;ll prepare and tuck into your very own catch of the day.
995970,100,Excursion duration,3.5hrs
995970,118,Maximum Participation,12
996137,20,Unit Name,Bird Safari by Boat
996137,80,Intro,This is one for budding David Attenboroughs. You&#8217;ll start the trip with a drive from Honningsvag to Gjesvaer. You&#8217;ll catch a glimpse of a simpler way of life when you&#8217;re travelling. The countryside between these two villages is grazed by almost 5000 reindeer. The domesticated animals belong to the Sami the indigenous people of Norway. You&#8217;ll reach Gjesvaer within the hour. The village is as sleepy as they come &#8211; just 120 people live here and the place wasn&#8217;t accessible by road until the mid-Seventies. You&#8217;ll board a boat at Gjesvaer harbour and head out to explore the Stappan islands. There are more than 100 islands in the collection and they&#8217;re inhabited by a protected community of birds. As your boat cuts through the water keep your eyes peeled for kittiwakes razor-bills guillemots cormorants gannets and puffins. You&#8217;ll spend about an hour and a half bird spotting before heading back to the harbour for your return journey to Honningsvag.
996137,100,Excursion duration,3.5hrs
996137,118,Maximum Participation,20
996138,20,Unit Name,All Terrain Vehicle Adventure
996138,80,Intro,This tour gives you an access-all-areas pass to the beautiful island of Mager&#248;ya. It&#8217;s full of vast icy lakes and sprawling greenery and you&#8217;ll board an all-terrain vehicle to tackle the rugged interiors. First of all you&#8217;ll be given helmets and gloves alongside a safety briefing before you&#8217;re let lose in pairs on the terrain. You&#8217;ll follow a guide through the city of Honningsv&#229;g first of all before heading off on a craggy gravel path. As you bump along the track you&#8217;ll make your way up to Nato Mountain and there&#8217;ll be stops en route so your guide can give you the inside scoop on the area&#8217;s history and wildlife. The drive comes to an end in the village of Sarnes and you&#8217;ll visit a traditional Sami tent to refuel. Sip coffee made over an open fire and warm up with cosy reindeer skins beneath you &#8211; it&#8217;s a great snapshot into the life of the nomadic Sami people.
996138,100,Excursion duration,2.5hrs
996138,118,Maximum Participation,9
996138,200,Just so you know,You&#8217;ll need to have a valid driver&#8217;s license to take part in this tour. Children over 12 years old are allowed to come as long as an adult is driving.
986248,20,Unit Name,Honningsvag by Bike
986248,80,Intro,Set off for the quaint village of Kam&#248;yv&#230;r on this 16-mile ride. We&#8217;ll take an easy route from the town of Honningsvag pedalling along the shore of Skibsfjord. Look out for the pretty cherry-red cabins that perch on the water&#8217;s edge as well as reindeer herds grazing on the grassy meadows. We&#8217;ll cycle through the dramatic landscape with steep mountains and glassy lakes as our backdrop. Wrapped around the end of Kam&#248;yfjord is the fishing village of Kam&#248;yv&#230;r. You&#8217;ll have some time to look around here &#8211; admire the brightly painted houses sip a coffee in the bar or take a look at the stockfish racks where cod fish are laid out to dry. You&#8217;ll then make your way back to the port in Honningsvag.
986248,100,Excursion duration,4-5hrs
986248,118,Maximum Participation,6
986248,200,Just so you know,This tour is about 16 miles long. You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour. This tour doesnt go to the North Cape.
996325,20,Unit Name,Honningsvag Bike Tour
996325,80,Intro,This bike ride isn&#8217;t for the feint hearted. But if you take on the challenge you&#8217;ll be able to boast that you&#8217;ve cycled to Europe&#8217;s most northerly edge. You&#8217;ll ease your way in to the ride with a cycle along the shore of Skibsfjord where pretty red cabins line the edge of the lake. Once you&#8217;ve got your bike legs you&#8217;ll begin your first climb to a plateau 1000 foot above sea level. From the top you&#8217;ll get bird&#8217;s-eye views of sheer valley walls mountain lakes and the sea. Once you&#8217;ve got your breath back you&#8217;ll pedal on through Norway&#8217;s deserted countryside where reindeer outnumber people. After a brief freewheel downhill your heart rate will be back to normal ready for the next climb of the ride. This time your destination will be the North Cape plateau which is 2400 feet above sea level. After taking in the views you&#8217;ll have time to wander around the visitors&#8217; centre and get your picture taken in front of the North Cape Globe monument. Then you&#8217;ll return to the port by bus.
996325,100,Excursion duration,4-5hrs
996325,118,Maximum Participation,6
996325,200,Just so you know,You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour.
995931,20,Unit Name,Life &amp; Culture In Isafjord
995931,80,Intro,How is it to live 66&#176;north? Find out on this tour. Your first stop is the town of Bolungarvik which finds a home in a postcard-pretty bay surrounded by steep mountains. You&#8217;ll visit the Bolungarvik Church and see Osvor too an old fisherman&#8217;s hut which was restored in 1988. It&#8217;s a great example of what life was like for Icelandic fishermen up until the beginning of the 20th century. Afterwards you&#8217;ll drive towards Isafjord taking in superb views of the mountains of the &#8216;Djup&#8217; the largest fjord in the West Fjords. Next is the Valley of Tungudalur where you&#8217;ll get chance to taste some refreshing Icelandic water from the mountain river Buna-River. Plus there&#8217;s a great photo opportunity over Isafjord town the harbour and your cruise ship. On your way back you&#8217;ll drive through Isafjord&#8217;s oldest part and finish up at the Maritime Museum. It&#8217;s situated in one of the oldest houses in Isafjord. You&#8217;re in for a treat on the food front too. Typical Icelandic refreshments will be served on this tour including schnapps and dried fish or shark preserved Icelandic-style.
995931,100,Excursion duration,3hrs
995931,118,Maximum Participation,100
996035,20,Unit Name,Vigur Island
996035,80,Intro,Vigur&#8217;s a lovely island just two kilometres long and 400 metres wide. It&#8217;s a green oasis in the blue waters of the fjord Isafjardardjup. In spring the island&#8217;s the nesting place for countless birds including puffins Arctic terns and black guillemots. Just one family lives on the island so you can imagine how peaceful it is. After a 30-minute boat ride over to Vigur you&#8217;ll take a leisurely walk around the island. Keep your eyes peeled for birds &#8211; it&#8217;s a great opportunity to see dozens of different types in their natural environment. On top of that you&#8217;ll see reminders of the old farming methods including Iceland&#8217;s only windmill. It was built in 1840 and used until 1917 for grinding imported wheat from Denmark. It&#8217;s been really well preserved along with a 200-year-old rowing boat which is still used to ferry sheep to the mainland. Take a look at the houses too which also date back to the 19th century. Before heading back to Isafjord you can visit one of the smallest post offices in Europe located on the island. You can even send a postcard or two to the people at home. Refreshments of tea coffee and Icelandic cake will be served by the farmer&#8217;s family.
996035,100,Excursion duration,3hrs
996035,118,Maximum Participation,38
996036,20,Unit Name,Fjords &amp; Hesteyri Boat Trip
996036,80,Intro,Iceland is famous for its fjords and this trip gives you plenty of close-ups of the spectacular valleys of water. Things kick off with a leisurely cruise where you can sit back and admire the views. As you near the bay of Hesteyri keep an eye out for the Arctic Terns which soar overhead. You&#8217;ll dock at the waterside village and have a couple of hours to wander around the old factories and fancy summer houses. The place used to be a thriving fishing town but its isolation and cold climate caused most of the residents to leave back in the Fifties. These days it&#8217;s one of the most inaccessible places in the country and remains pretty quiet year-round. Later you&#8217;ll stop for lunch at an old Doctor&#8217;s residence. Tuck into Icelandic pancakes and traditional rye bread with smoked ham. Then it&#8217;s back through the fjords as you make your way to the port.
996036,100,Excursion duration,4.5hrs
996036,118,Maximum Participation,19
996208,20,Unit Name,Isafjord Bike Tour
996208,80,Intro,Nestled into the northern Westfjords peninsula the coastal town of Isafjord is framed by some of Iceland&#8217;s most picturesque countryside &#8211; and you&#8217;ll get a great look at it on this bicycle trip. Starting in the centre of town youll head out to greener areas where you can drink in the views over the snow-covered peaks and fjords as you ride along a coastal road passing the hamlet of Hnifsdalur en route to Bolungarvik. Sandwiched between mountains and a small bay this quaint fishing village is best known for its postcard-pretty 100-year old church which perches on slopes above the town. After taking a closer look at the building there&#8217;s time to enjoy a coffee in the centre and get to know the village under your own steam.
996208,100,Excursion duration,4-5hrs
996208,118,Maximum Participation,6
996208,200,Just so you know,This bike tour is about 20 miles long. You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour. The minimum age for this tour is 10 years old.
996221,20,Unit Name,Fjords &amp; Flowers
996221,80,Intro,You&#8217;ll take in the stark beautiful landscape of Iceland&#8217;s Westfjords on this tour with a scenic drive through the mountains. As your coach navigates the hairpin bends you&#8217;ll enjoy a bird&#8217;s-eye view of deep inky-blue fjords and far-away farms huddled on green slithers of land. The first stop of the day is at Skr&#250;&eth;ur &#8211; Iceland&#8217;s oldest botanical garden. It was founded back in 1909 and it&#8217;s a Secret Garden-esque oasis compared to its surroundings. Once you&#8217;ve had a chance to explore you&#8217;ll get back on the coach for a drive to Flateyri a peaceful village formed around the shark-fishing industry in the mid-19th century. While you&#8217;re here you&#8217;ll stroll the sleepy streets stopping to listen to traditional Icelandic music in the village church and to delve into an age-old bookstore. You&#8217;ll also check out an exhibition that charts the area&#8217;s history before wrapping things up at a craft-making demonstration with some of the local women. There&#8217;ll be a coffee break before you make your return journey too with tea and coffee served alongside traditional Icelandic cakes.
996221,100,Excursion duration,3hrs
996221,118,Maximum Participation,100
973372,20,Unit Name,Foxes &amp; fjords
973372,80,Intro,This tour introduces you to Iceland&#8217;s natural side. You&#8217;ll visit the pocket-sized village of Sudavik which has a population of just 200 residents. As well as being in a picturesque spot it&#8217;s home to the Arctic Fox Centre &#8211; a museum and research facility dedicated to Iceland&#8217;s only native land mammal. Here you can learn about the history of these crafty creatures and get up close and personal with them. After you&#8217;ll visit the village&#8217;s church where you&#8217;ll be treated to a performance of traditional Icelandic folk music which is a cross between a song and a poem. Then you&#8217;ll head out of town to check out one of Iceland&#8217;s first whaling stations. It&#8217;s no longer in operation but you can see whale bones that&#8217;ve been unearthed from the bottom of the surrounding fjords. The drive back is a scenic one passing long and deep fjords as you head back to the port.
973372,100,Excursion duration,3hrs
973372,118,Maximum Participation,50
995912,20,Unit Name,Atlantic Ocean Road &amp; Bud
995912,80,Intro,The sleepy town of Molde finds a home in a blanket of snow-dusted peaks. White wooden houses spill down to a vast fjord which is backed by velvety green hills. This tour starts off with a drive through the countryside. You&#8217;ll pass some of Norway&#8217;s most popular skiing spots before arriving at the village of Eide. From here you&#8217;ll follow the Kornstadfjord out to the spectacular Atlantic Ocean Road which stretches across a clutch of bridge-linked islands. You&#8217;ll continue along Hustadvika a part of the sea that&#8217;s dotted with islets to a little fishing hamlet called Bud. Among the village&#8217;s signature red-painted houses is a site of fortifications from World War II. There&#8217;ll be time here to explore and take some photographs before you snake along the shores of Fr&#230;nfjord on your way back to Molde.
995912,100,Excursion duration,3hrs
995965,20,Unit Name,Valley of the Trolls
995965,80,Intro,This tour whisks you off on ferry ride across the Romsdalsfjord whose glass-like waters are surrounded by snowy peaks. Once you get to Vestnes it&#8217;s time to carry on by coach across the Orskog mountain plateau. From here it&#8217;s down to the village of Sjoeholt and along the Storfjord or Big Fjord as it&#8217;s also known. Along the way you&#8217;ll pass by dinky villages like Stordal known for its furniture industry. The Storfjord leads into the Norddalfjord bringing you to the lush Valldal famous for its strawberry production. This is where we&#8217;ll stop for a tasty lunch. Next up is Gudbrandsjuvet a steep gorge with a raging river. Then it&#8217;s time to head for the mountain pass and the viewpoint at Trollstigen. There&#8217;s time to take a short stroll in the fresh air before heading down the famous hairpin bends of the Troll-path. Look to the left and you&#8217;ll see strangely-shaped peaks. On the right meanwhile you&#8217;ll find the Trolltindene range with the Isterdal Valley in between. As you make your way down to the valley you&#8217;ll make a detour to the Troll Wall. At more than 3000 feet high it&#8217;s the highest vertical rock face in Europe. One thing&#8217;s for sure - there&#8217;s plenty to wow you on this tour.
995965,100,Excursion duration,7.5hrs
995965,118,Maximum Participation,38
995966,20,Unit Name,Town of Roses - Molde City Sights
995966,80,Intro,Molde lies at the foot of a fjord which opens on to a panorama of 87 snow-capped peaks. It&#8217;s known as the Town of Roses because a host of plants belonging to far warmer climates grow on the sunny slopes. On this tour you&#8217;ll visit Molde&#8217;s two main highlights. First up is the Romsdal Museum one of the largest regional museums in Norway. There are well over 40 buildings here detailing life in the Viking era right up to the end of the 19th century. Once you&#8217;ve had a look around a local folk group will don national costume and perform a dance for you. Then it&#8217;s time to be whisked skywards 1200 feet above Molde to Varden Viewpoint. Feast your eyes on superb views over the fjord the Romsdal Mountains and the town below with its white-painted wooden houses and emerald green gardens.
995966,100,Excursion duration,2hrs
996270,20,Unit Name,Molde Bike Tour
996270,80,Intro,Molde is known for its magnificent scenery and the panoramic views over the 220 snow-tipped peaks that circle the city. So why not make the most of its setting by getting out and about by bike? Everything starts with a journey along the shores of Moldefjord an idyllic 20-kilometre branch of the Romsdalsfjord. Your first stop is the village of Mek where you&#8217;ll pull up at the marina to admire the views over the brightly-coloured wooden houses bobbing boats and snow-capped mountains. Then you&#8217;ll pedal back along Moldefjord to the residential district of Bjorset. This area is bursting with classic Norwegian villas and houses fronted by pretty gardens. One of the finest is the Chateauet in Molde an early 1900s mansion restored to its original glory and now a museum. After a brief stop here you&#8217;ll enjoy some time free in Molde. Pay a visit to the 1950s cathedral to see its copper-roofed belltower or drop into the shops on the main street to forage for souvenirs. Finally you&#8217;ll enjoy another lingering look at Moldefjord as you cycle along its banks back to the ship.
996270,100,Excursion duration,4-5hrs
996270,118,Maximum Participation,6
996270,200,Just so you know,You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour. The minimum age for this tour is 10 years old.
995910,20,Unit Name,Briksdalen Glacier
